Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Month No.,Product name2
CA-2018-121468,19-11-2018,20-11-2018,First Class,KD-16345,Katherine Ducich,Consumer,United States,Westminster,California,92683,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968,4,0.2,2.3976,2018,Nov,11,Square Credit Card R
US-2017-108455,02-12-2017,08-12-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0,12.4416,2017,Dec,12,Xerox 192
US-2017-108455,02-12-2017,08-12-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7,0,19.8254,2017,Dec,12,HP Office Recycled P
US-2017-108455,02-12-2017,08-12-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,0,8.8062,2017,Dec,12,X-Rack File for Hang
CA-2018-101210,25-08-2018,28-08-2018,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,2,0.2,1.7024,2018,Aug,8,Zebra Zazzle Fluores
CA-2018-101210,25-08-2018,28-08-2018,Second Class,DW-13540,Don Weiss,Consumer,United States,Jackson,Tennessee,38301,South,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,3.424,1,0.2,1.07,2018,Aug,8,Xerox 199
US-2017-108098,14-10-2017,18-10-2017,Standard Class,CP-12340,Christine Phan,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177,3,0,30.09,2017,Oct,10,WD My Passport Ultra
CA-2015-119032,27-11-2015,03-12-2015,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,10035,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2,0,1.316,2015,Nov,11,Staples
CA-2016-140410,03-11-2016,07-11-2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.848,7,0.2,106.1242,2016,Nov,11,Cisco IP Phone 7961G
CA-2016-140410,03-11-2016,07-11-2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0,37.7874,2016,Nov,11,Logitech Trackman Ma
CA-2016-140410,03-11-2016,07-11-2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614,2016,Nov,11,Coloredge Poster Fra
CA-2015-136280,29-11-2015,06-12-2015,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764,2015,Nov,11,Avery 488
CA-2018-151911,30-04-2018,05-05-2018,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,New York City,New York,10024,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,0,28.332,2018,Apr,4,"#10-4 1/8"" x 9 1/2"" "
CA-2018-166436,24-11-2018,28-11-2018,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1,0,2.8812,2018,Nov,11,Adams Telephone Mess
CA-2018-166436,24-11-2018,28-11-2018,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,10035,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,6,0.1,173.7408,2018,Nov,11,Global Ergonomic Man
CA-2018-139661,30-10-2018,03-11-2018,Standard Class,JW-15220,Jane Waco,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2,0,3.6632,2018,Oct,10,Magna Visual Magneti
CA-2015-123925,17-12-2015,19-12-2015,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,31907,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,0,11.214,2015,Dec,12,Stanley Contemporary
CA-2018-152485,04-09-2018,08-09-2018,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,0.2,3.185,2018,Sep,9,Crayola Anti Dust Ch
CA-2018-152485,04-09-2018,08-09-2018,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1,0.2,-0.2098,2018,Sep,9,Acco Perma 3000 Stac
CA-2018-152485,04-09-2018,08-09-2018,Standard Class,JD-15790,John Dryer,Consumer,United States,Coppell,Texas,75019,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.772,2018,Sep,9,Sanford Colorific Er
CA-2017-141586,17-10-2017,20-10-2017,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,5,0.2,6.583,2017,Oct,10,Avery Durable Plasti
CA-2018-130386,12-11-2018,18-11-2018,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203,2018,Nov,11,Wirebound Message Bo
CA-2018-130386,12-11-2018,18-11-2018,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9,0.2,69.705,2018,Nov,11,Xerox 197
CA-2018-130386,12-11-2018,18-11-2018,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,2018,Nov,11,Tennsco Double-Tier 
CA-2017-100468,24-11-2017,01-12-2017,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,0.2,3.352,2017,Nov,11,iKross Bluetooth Por
CA-2017-100468,24-11-2017,01-12-2017,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814,2017,Nov,11,DAX Value U-Channel 
CA-2016-153388,01-08-2016,07-08-2016,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,0,3.36,2016,Aug,8,Prang Dustless Chalk
CA-2016-153388,01-08-2016,07-08-2016,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Los Angeles,California,90004,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6,0.2,-175.8708,2016,Aug,8,Hon 2111 Invitation 
CA-2018-154935,24-12-2018,29-12-2018,Standard Class,AR-10540,Andy Reiter,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875,2018,Dec,12,Acco Four Pocket Pol
CA-2017-134208,17-09-2017,23-09-2017,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Columbus,Georgia,31907,South,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396,4,0,190.08,2017,Sep,9,Lexmark X 9575 Profe
CA-2018-108294,10-12-2018,10-12-2018,Same Day,LS-16975,Lindsay Shagiari,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.525,2018,Dec,12,Ibico Covers for Pla
CA-2018-103611,12-09-2018,15-09-2018,First Class,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0,3.0096,2018,Sep,9,Eldon Image Series D
CA-2018-100384,24-06-2018,01-07-2018,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,0,111.824,2018,Jun,6,Boston Heavy-Duty Tr
CA-2018-100384,24-06-2018,01-07-2018,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Pomona,California,91767,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,35.82,9,0,11.8206,2018,Jun,6,4009 Highlighters by
CA-2018-112809,18-08-2018,22-08-2018,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3,0.2,12.504,2018,Aug,8,Safco Steel Mobile F
CA-2018-112809,18-08-2018,22-08-2018,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139,2018,Aug,8,Acco D-Ring Binder w
CA-2018-112809,18-08-2018,22-08-2018,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648,2018,Aug,8,Ibico Plastic and Wi
US-2018-160759,11-12-2018,17-12-2018,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098,2018,Dec,12,"Leather Task Chair, "
CA-2018-148446,10-12-2018,14-12-2018,Second Class,MC-17845,Michael Chen,Consumer,United States,North Las Vegas,Nevada,89031,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,4,0,116.872,2018,Dec,12,Bretford “Just In Ti
CA-2015-111059,03-02-2015,06-02-2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248,2015,Feb,2,Ibico Laser Imprinta
CA-2015-111059,03-02-2015,06-02-2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3,0.2,4.3134,2015,Feb,2,Avery Durable Poly B
CA-2018-116204,11-02-2018,14-02-2018,Second Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7,0.2,7.7343,2018,Feb,2,Acco Pressboard Cove
CA-2018-109946,16-04-2018,21-04-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Chicago,Illinois,60610,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.52,5,0.2,2.065,2018,Apr,4,Newell 325
CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516,2016,Dec,12,"Howard Miller 13"" Di"
CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,5,0.2,6.723,2016,Dec,12,Xerox 1970
CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.272,8,0.2,61.96,2016,Dec,12,Xerox 1960
CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,0.2,-58.6872,2016,Dec,12,"Belkin 19"" Vented Eq"
CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,2016,Dec,12,BOSTON Model 1800 El
CA-2017-122392,22-07-2017,27-07-2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4.16,2,0.2,0.364,2017,Jul,7,12 Colored Short Pen
CA-2017-122392,22-07-2017,27-07-2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488,2017,Jul,7,Master Caster Door S
CA-2016-148432,07-11-2016,10-11-2016,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,7,0,0.5236,2016,Nov,11,Rubber Band Ball
CA-2016-148432,07-11-2016,10-11-2016,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,2,0,3.431,2016,Nov,11,Loose Memo Sheets
CA-2016-103793,26-03-2016,31-03-2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,33142,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235,2016,Mar,3,Xerox 1988
CA-2018-159884,31-08-2018,05-09-2018,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058,2018,Aug,8,Neat Ideas Personal 
CA-2018-159884,31-08-2018,05-09-2018,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Tempe,Arizona,85281,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222,2018,Aug,8,OIC Bulk Pack Metal 
CA-2017-139885,04-12-2017,08-12-2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,6,0,0,2017,Dec,12,Belkin OmniView SE R
CA-2018-124086,10-02-2018,14-02-2018,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Laguna Niguel,California,92677,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986,2018,Feb,2,Bush Andora Bookcase
CA-2017-112389,29-10-2017,02-11-2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0,0.4074,2017,Oct,10,"Rogers Jumbo File, G"
CA-2017-112389,29-10-2017,02-11-2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Bridgeton,New Jersey,8302,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3,0,3.0342,2017,Oct,10,Commercial WindTunne
CA-2018-121888,15-09-2018,17-09-2018,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.5971,2018,Sep,9,GE DSL Phone Line Fi
CA-2018-121888,15-09-2018,17-09-2018,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512,2018,Sep,9,Avery Hi-Liter EverB
CA-2018-121888,15-09-2018,17-09-2018,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644,2018,Sep,9,Atlantic Metals Mobi
CA-2018-121888,15-09-2018,17-09-2018,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0,116.3904,2018,Sep,9,Wilson Jones Heavy-D
CA-2015-166884,11-03-2015,16-03-2015,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,0.2,2.288,2015,Mar,3,Eldon Wave Desk Acce
CA-2015-166884,11-03-2015,16-03-2015,Second Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464,6,0.2,1.7004,2015,Mar,3,Stockwell Push Pins
CA-2015-107181,04-02-2015,08-02-2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136,2015,Feb,2,GBC Recycled Grain T
CA-2015-107181,04-02-2015,08-02-2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0,16.0928,2015,Feb,2,"Message Book, Standa"
CA-2015-150245,31-12-2015,04-01-2016,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,13601,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686,2015,Dec,12,Atlantic Metals Mobi
CA-2016-111395,23-11-2016,27-11-2016,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,4,0.2,117.432,2016,Nov,11,Xerox 1915
CA-2016-111395,23-11-2016,27-11-2016,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504,2016,Nov,11,GBC Recycled Regency
CA-2016-111395,23-11-2016,27-11-2016,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2,0.2,2.3674,2016,Nov,11,Tenex Personal Self-
CA-2015-134278,06-07-2015,08-07-2015,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975,2015,Jul,7,Canon Imageclass D68
US-2018-124926,13-11-2018,18-11-2018,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086,2018,Nov,11,Hoover Commercial So
CA-2017-159345,17-06-2017,22-06-2017,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2,0,54.8604,2017,Jun,6,Xerox 1934
CA-2015-130274,03-05-2015,05-05-2015,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,7,0,10.3488,2015,May,5,Avery 481
CA-2018-158386,16-10-2018,21-10-2018,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,Richmond,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0,57.385,2018,Oct,10,Large Capacity Hangi
CA-2016-111507,06-02-2016,13-02-2016,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Bellevue,Washington,98006,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,3,0,1.5312,2016,Feb,2,Newell 310
CA-2018-120761,04-09-2018,08-09-2018,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Long Beach,New York,11561,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0,39.5428,2018,Sep,9,Verbatim 25 GB 6x Bl
CA-2017-109176,09-05-2017,15-05-2017,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,3.504,2017,May,5,Staple envelope
CA-2017-109176,09-05-2017,15-05-2017,Standard Class,JW-16075,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,0.2,9.92,2017,May,5,Newell 319
CA-2016-112116,16-03-2016,18-03-2016,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0,44.7096,2016,Mar,3,KI Adjustable-Height
CA-2017-126809,09-04-2017,13-04-2017,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,12.8151,2017,Apr,4,Acco Pressboard Cove
CA-2015-105172,04-04-2015,09-04-2015,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072,2015,Apr,4,Avery 518
CA-2018-107293,05-09-2018,06-09-2018,First Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0,0.7228,2018,Sep,9,Newell 333
US-2018-102890,30-06-2018,30-06-2018,Same Day,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785,2018,Jun,6,Bretford CR4500 Seri
CA-2016-158554,09-11-2016,09-11-2016,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,4.1151,2016,Nov,11,While You Were Out P
CA-2015-116239,04-03-2015,04-03-2015,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745,2015,Mar,3,Sensible Storage Wir
CA-2016-132101,19-03-2016,25-03-2016,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,0.2,39.6879,2016,Mar,3,Wireless Extenders z
CA-2016-129112,29-11-2016,30-11-2016,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685,2016,Nov,11,Kingston Digital Dat
CA-2016-129112,29-11-2016,30-11-2016,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-13.6152,2016,Nov,11,GBC Imprintable Cove
US-2018-152002,11-06-2018,11-06-2018,Same Day,DV-13465,Dianna Vittorini,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553,2018,Jun,6,White Dual Perf Comp
CA-2018-165029,26-11-2018,30-11-2018,Standard Class,AH-10075,Adam Hart,Corporate,United States,Atlanta,Georgia,30318,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,3,0,3.7236,2018,Nov,11,Newell 347
US-2015-157385,23-11-2015,25-11-2015,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941,2015,Nov,11,Novimex Swivel Fabri
US-2015-157385,23-11-2015,25-11-2015,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3,0,10.4832,2015,Nov,11,Pastel Pink Envelope
US-2015-157385,23-11-2015,25-11-2015,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,0,6.2979,2015,Nov,11,Belkin F8E887 USB Wi
US-2015-157385,23-11-2015,25-11-2015,First Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2,0.2,23.84,2015,Nov,11,Safco Contoured Stac
CA-2015-101602,15-12-2015,18-12-2015,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153,2015,Dec,12,ARKON Windshield Das
